gene_id	gene_name	KO.F_1	KO.F_2	KO.M_1	KO.M_2	WT.F_1	WT.F_2	WT.M_1	WT.M_2
ENSMUSG00000023982	Guca1a	11.027311	9.030353	8.872775	11.901852	10.343613	8.892156	8.154429	8.958927
ENSMUSG00000023984	Gm20517	1.98514	1.198019	0.502171	1.674078	1.675413	1.103029	1.369216	0.533363
ENSMUSG00000023987	Pgc	0	0	0	0	0	0	0	0
ENSMUSG00000023988	Bysl	18.481643	18.440341	19.472785	15.446583	17.597678	17.492913	21.448675	20.801
ENSMUSG00000023990	Tfeb	46.294469	48.363432	42.179262	38.809844	28.177977	29.291289	24.793918	29.097281
ENSMUSG00000023991	Foxp4	4.716077	7.373534	5.860367	8.936302	10.958732	10.365779	12.746829	10.596895
ENSMUSG00000023992	Trem2	516.749088	492.106296	621.16503	503.014673	481.259989	507.296539	495.177828	494.888418
ENSMUSG00000023993	Treml1	6.481106	7.776402	11.347715	9.142482	5.058696	7.186682	4.371946	5.568866
ENSMUSG00000023994	Nfya	110.468103	107.7265	100.3358	108.350148	123.71966	119.467183	117.733303	130.17857
ENSMUSG00000023995	Tspo2	0	0	0	0	0	0	0	0
ENSMUSG00000023999	Kif6	0	0	0	0	0	0	0	0
ENSMUSG00000024002	Brd4	96.723425	95.59536	108.449717	109.434172	94.165973	88.205987	84.263795	93.493726
ENSMUSG00000024006	Stk38	97.579233	104.679431	108.484728	112.57755	78.715243	83.557808	71.570535	79.44178
ENSMUSG00000024007	Ppil1	67.023858	58.856329	57.732495	64.683149	71.939571	69.25394	72.032203	73.356724
ENSMUSG00000024008	Cpne5	0	0.037037	0	0	0	0	0	0
ENSMUSG00000024011	Pi16	6.060803	12.369063	9.479224	3.34547	0.998758	0.922201	0.641398	0.826902
ENSMUSG00000024012	Mtch1	225.316429	237.92963	225.890144	221.879875	222.593282	226.803461	207.809611	221.845142
ENSMUSG00000024013	Fgd2	27.528875	21.857207	20.731963	28.412918	19.901903	22.314765	29.784102	33.222832
ENSMUSG00000024014	Pim1	19.382539	26.081433	19.844192	32.75113	25.594465	25.435174	26.839184	28.989175
ENSMUSG00000024018	Ccdc167	8.298566	9.826804	9.733202	8.827287	8.278805	9.471183	6.93462	10.628396
ENSMUSG00000024019	Cmtr1	81.563861	97.140667	109.06206	95.885099	110.740732	109.366235	84.495228	85.628167
ENSMUSG00000024026	Glo1	61.254151	59.607556	51.646848	57.025497	59.224111	56.607661	64.749668	50.406958
ENSMUSG00000024027	Glp1r	0	0	0	0	0	0	0	0
ENSMUSG00000024028	Tff2	0	0	0	0	0	0	0	0
ENSMUSG00000024029	Tff3	0	0	0	0	0	0	0	0
ENSMUSG00000024030	Abcg1	5.614077	10.641436	10.297109	13.06719	4.358186	4.990001	1.946143	3.957975
ENSMUSG00000024032	Tff1	0	0.151016	0	0	0	0	0	0
ENSMUSG00000024033	Rsph1	0.343458	0.562736	0.568792	0.584417	0.665863	0.753909	0.949957	0.319443
ENSMUSG00000024034	Tmprss3	0	0.031971	0	0	0	0	0	0
ENSMUSG00000024036	Slc37a1	5.90275	4.454686	6.05606	7.954715	5.822054	4.324437	4.191807	3.494175
ENSMUSG00000024037	Wdr4	21.969377	19.446369	23.670448	16.703716	34.103347	26.234439	29.798211	35.601674
ENSMUSG00000024038	Ndufv3	208.415889	187.052793	164.811119	194.76623	214.521844	231.211084	233.793843	222.363663
ENSMUSG00000024039	Cbs	0	0	0	0.076036	0.058437	0	0	0
ENSMUSG00000024041	Cryaa	0	0.073995	0	0	0	0	0	0
ENSMUSG00000024042	Sik1	6.612172	4.717123	4.169703	4.014232	3.406291	2.824602	3.606597	0.958549
ENSMUSG00000024043	Arhgap28	0.335718	0.127547	0.365586	0.115174	0.218865	0.099384	0.1689	0.180916
ENSMUSG00000024044	Epb41l3	1.300029	0.947859	1.008529	0.252236	0.454965	0.418289	0.665585	0.629943
ENSMUSG00000024045	Akap8	65.307965	68.43592	76.249952	62.05331	66.710736	67.792173	67.873832	60.320319
ENSMUSG00000024048	Myl12a	421.545326	423.992017	392.179619	386.766687	404.043338	400.609763	456.861455	432.534005
ENSMUSG00000024049	Myom1	0.382824	0.33845	0.226196	0.041584	0.515561	0.222058	0.268081	0.263577
ENSMUSG00000024050	Wiz	24.345065	27.446936	24.072719	25.924139	24.433364	24.552471	25.374877	25.280381
ENSMUSG00000024052	Lpin2	42.521205	42.22121	48.197675	29.474488	38.007991	36.37631	38.573292	42.392849
ENSMUSG00000024053	Emilin2	844.132989	812.292045	761.928878	612.237444	490.077202	445.008292	391.333889	431.545927
ENSMUSG00000024054	Smchd1	57.181244	54.163744	61.130733	58.552341	52.039514	61.873699	46.029874	46.555345
ENSMUSG00000024055	Cyp4f13	13.619155	14.154375	11.140791	14.46885	6.030646	10.286725	8.132704	9.078466
ENSMUSG00000024056	Ndc80	45.060331	43.030337	40.62388	61.281485	54.347218	53.487297	49.513988	44.762471
ENSMUSG00000024059	Clip4	0	0	0	0	0	0.068552	0	0
ENSMUSG00000024063	Lbh	50.18796	52.871274	42.939195	43.782312	31.8724	33.012786	30.935508	30.57548
ENSMUSG00000024064	Galnt14	0	0	0	0	0	0	0	0
ENSMUSG00000024065	Ehd3	0.02796	0	0.083473	0	0.129348	0	0	0.025995
ENSMUSG00000024066	Xdh	91.710488	101.112614	98.195469	80.503776	77.246262	75.432835	63.12391	75.368813
ENSMUSG00000024067	Dpy30	103.143407	91.435765	86.842538	105.233128	112.56035	106.983635	122.808688	114.713207
ENSMUSG00000024068	Spast	34.216672	34.785627	33.619787	30.831819	30.747596	31.962774	34.716447	36.682061
ENSMUSG00000024069	Slc30a6	17.824451	16.4403	17.863111	19.798854	16.56335	16.543812	18.181367	19.787032
ENSMUSG00000024070	Prkd3	40.161201	42.928705	47.849732	43.215767	38.28835	39.890593	34.466271	32.832681
ENSMUSG00000024072	Yipf4	64.845308	58.128549	61.991637	56.475681	65.601004	64.055704	52.949248	49.94315
ENSMUSG00000024073	Birc6	78.144192	78.566283	86.874376	80.139185	72.212409	67.975714	76.39286	74.390326
ENSMUSG00000024074	Crim1	0.251059	0.453146	0.333186	0.494721	2.18912	2.093433	0.730267	0.357878
ENSMUSG00000024076	Vit	0	0	0	0	0	0	0	0
ENSMUSG00000024077	Strn	28.158275	26.913495	25.477783	25.766751	26.480323	25.568634	23.691266	27.648484
ENSMUSG00000024078	Ttc27	18.279457	20.78576	18.327128	15.425163	20.706875	21.349858	21.634228	20.564303
ENSMUSG00000024079	Eif2ak2	33.209254	35.74671	48.249123	35.086702	50.330122	51.062364	31.948908	40.063432
ENSMUSG00000024081	Cebpz	28.924555	31.024429	30.645985	27.662539	26.491363	24.504385	26.752623	26.633011
ENSMUSG00000024082	Ndufaf7	18.275333	17.32417	23.721363	23.609987	15.727487	21.808901	14.341275	15.157859
ENSMUSG00000024083	Pja2	21.452506	21.424642	20.295235	22.882821	23.970964	24.779938	21.183961	24.525799
ENSMUSG00000024084	Qpct	11.892718	15.772745	19.983705	17.985482	29.549171	26.721431	23.721566	20.073222
ENSMUSG00000024085	Man2a1	55.208452	53.253468	60.904361	57.427695	60.190321	62.876998	51.728043	70.414878
ENSMUSG00000024087	Cyp1b1	0.314674	0.290425	0.464844	0.034196	0.075813	0.052891	0.029966	0.071843
ENSMUSG00000024088	4930583I09Rik	0	0	0	0	0	0	0	0
ENSMUSG00000024091	Vapa	139.17636	136.371735	141.129568	137.597243	124.211246	121.206527	125.83854	129.204304
ENSMUSG00000024095	Hnrnpll	65.032473	66.743072	67.522874	71.037945	61.978183	67.184106	57.524664	62.247347
ENSMUSG00000024096	Ralbp1	68.288209	56.816246	52.289323	61.117203	60.706947	56.110649	52.801356	50.56603
ENSMUSG00000024097	Srsf7	189.563503	186.878631	181.015538	177.21674	190.660606	187.690919	194.564323	191.123414
ENSMUSG00000024098	Twsg1	25.227757	23.90174	27.338422	27.450049	23.273209	24.127014	21.581486	24.904953
ENSMUSG00000024099	Ndufv2	125.679192	125.954381	121.489711	117.093771	120.801967	130.789754	138.964777	126.010964
ENSMUSG00000024101	Washc1	42.581066	39.66573	34.577634	33.043143	39.175871	36.711688	34.44928	34.670342
ENSMUSG00000024104	Washc2	62.699705	66.394945	72.453676	61.342879	62.364381	68.024561	57.437765	64.528277
ENSMUSG00000024105	Themis3	0	0	0	0	0	0	0	0
ENSMUSG00000024107	Lhcgr	0	0	0	0	0	0	0	0
ENSMUSG00000024109	Nrxn1	0	0	0	0	0	0	0	0.071672
ENSMUSG00000024112	Cacna1h	0	0	0	0	0	0	0	0
ENSMUSG00000024114	Prss41	0	0.049183	0.422588	0.104329	0.195832	0.274152	0.265046	0.278891
ENSMUSG00000024116	Prss21	0	0	0	0	0.105391	0	0	0
ENSMUSG00000024118	Tedc2	11.837987	11.25333	10.203565	10.698703	12.398871	11.643619	12.039536	12.71889
ENSMUSG00000024120	Lrpprc	31.769543	29.319261	28.283998	27.93499	35.343653	34.470311	35.674127	34.695834
ENSMUSG00000024121	Atp6v0c	922.203341	915.412815	802.531612	992.54587	1129.913979	1106.312526	1154.889934	1176.631938
ENSMUSG00000024122	Pdpk1	27.148084	30.211872	29.811924	28.154984	26.381361	28.424774	26.798818	32.505726
ENSMUSG00000024124	Prss30	0.516568	0.65752	0.656269	0.76998	0.294479	0.509891	0.36959	0.339039
ENSMUSG00000024125	Sbpl	0	0	0	0	0	0	0	0
ENSMUSG00000024127	Prepl	13.559764	12.816381	15.538153	13.224245	17.193055	15.617093	14.023306	14.378528
ENSMUSG00000024128	Sbp	0	0	0	0	0	0	0	0
ENSMUSG00000024130	Abca3	46.792481	53.291565	59.560063	52.494798	40.775917	43.993604	46.101803	49.477917
ENSMUSG00000024131	Slc3a1	0	0	0.046237	0.040413	0.035842	0.04065	0	0
ENSMUSG00000024132	Eci1	25.845304	26.590902	25.158765	28.813895	20.326424	22.78847	23.97069	19.759435
ENSMUSG00000024134	Six2	0	0	0	0	0	0	0	0
ENSMUSG00000024135	Srbd1	15.184979	13.886069	12.283474	17.468777	15.805319	17.649913	15.613404	15.195913
ENSMUSG00000024136	Dnase1l2	2.285364	1.073724	1.42449	1.040472	0.5168	0.907541	0.946189	0.728431
ENSMUSG00000024137	E4f1	19.517886	13.653526	14.585355	14.040105	12.83626	10.162515	8.099865	9.319763
ENSMUSG00000024140	Epas1	3.301145	2.199548	3.303836	3.504125	5.174408	4.980319	4.250014	5.917486
ENSMUSG00000024142	Mlst8	15.219287	20.244674	22.447115	14.354097	12.812875	11.513751	13.899399	12.673929
ENSMUSG00000024143	Rhoq	24.164476	21.338535	22.097379	26.4512	19.777346	33.667285	25.199951	25.206157
ENSMUSG00000024145	Pigf	24.686572	20.51654	25.122637	22.309949	20.901386	19.669967	23.025005	27.084842
ENSMUSG00000024146	Cript	63.26162	61.173318	57.759756	73.493572	64.80077	61.398804	69.851059	72.937579
ENSMUSG00000024150	Mcfd2	86.434458	80.39997	83.575597	58.717491	84.092711	87.291454	93.292331	76.405712
ENSMUSG00000024151	Msh2	21.291582	19.849607	21.419368	19.956124	19.910851	20.745657	16.529045	17.921681
ENSMUSG00000024154	Gtf2a1l	0	0	0	0	0	0	0	0
ENSMUSG00000024155	Meiob	0	0	0	0	0.100861	0.114317	0	0
ENSMUSG00000024158	Hagh	31.244032	31.660072	29.006266	29.993881	31.063251	26.130508	27.686515	25.861546
ENSMUSG00000024160	Spsb3	32.608152	26.160603	26.140275	30.918146	29.455324	29.875908	24.338561	27.687347
ENSMUSG00000024163	Mapk8ip3	29.339245	32.666454	39.421445	34.217035	26.143196	28.168741	24.744528	31.354073
ENSMUSG00000024164	C3	30.277839	55.462367	20.148818	22.311119	17.424034	18.223843	13.122891	13.435285
ENSMUSG00000024165	Jpt2	136.244596	122.548658	119.9838	120.185023	133.688518	130.588998	152.172528	147.048727
ENSMUSG00000024168	Tmem204	0	0	0	0.116598	0.204987	0.233933	0.175496	0
ENSMUSG00000024169	Ift140	11.969061	12.237712	12.785785	16.070301	13.757861	16.020084	11.762584	10.177561
ENSMUSG00000024170	Telo2	11.536862	14.940204	14.066513	9.549856	13.648239	15.630899	17.783905	13.191826
ENSMUSG00000024171	Prss28	0	0	0	0	0	0	0	0
ENSMUSG00000024172	St6gal2	0	0	0	0	0	0	0	0
ENSMUSG00000024173	Tpsab1	0	0	0	0	0	0	0	0
ENSMUSG00000024174	Pot1b	17.252579	20.406475	16.390087	16.294564	10.624183	13.007785	11.075856	10.004658
ENSMUSG00000024175	Tekt4	0	0	0	0	0	0	0	0
ENSMUSG00000024176	Sox8	0	0	0	0	0	0	0	0
ENSMUSG00000024177	Nme4	8.396504	5.803888	3.926099	7.930162	19.316467	21.273539	25.019425	20.917409
ENSMUSG00000024180	Tmem8	9.343572	9.212025	9.086404	8.727952	8.425375	9.308299	7.777921	9.331674
ENSMUSG00000024181	Mrpl28	87.593875	89.063319	91.579943	91.547372	97.236736	96.73356	106.948728	101.007202
ENSMUSG00000024182	Axin1	38.37188	41.105473	41.636222	38.525939	40.354467	40.869612	42.419258	40.428663
ENSMUSG00000024184	Pdia2	0	0	0	0	0	0	0	0
ENSMUSG00000024186	Rgs11	3.635032	3.480914	5.789552	3.683623	4.40611	6.359443	3.831264	5.076429
ENSMUSG00000024187	Fam234a	75.64551	83.445668	64.610433	69.680237	44.922816	47.726327	63.860469	48.004734
ENSMUSG00000024188	Luc7l	34.343023	32.730521	29.813009	28.342981	34.396217	33.952097	33.170072	35.603129
ENSMUSG00000024190	Dusp1	14.125641	14.253134	12.431622	21.596524	35.133966	30.606689	38.668454	38.522717
ENSMUSG00000024191	Bnip1	24.136737	26.830667	24.73586	29.492358	30.15859	30.833796	32.188068	30.477665
ENSMUSG00000024193	Phf1	10.784258	11.065066	12.298496	10.939954	7.227946	8.012409	9.671389	7.037349
ENSMUSG00000024194	Cuta	125.419508	123.938103	134.541932	119.960678	126.023317	136.310069	130.417487	129.313085
ENSMUSG00000024197	Plin3	36.780704	30.120356	35.262378	36.374363	44.76971	35.789821	36.406533	43.72285
ENSMUSG00000024201	Kdm4b	11.192432	10.87024	10.359867	9.497802	8.814455	9.502401	8.782989	10.653083
ENSMUSG00000024206	Rfx2	3.021023	2.774589	3.618276	3.956312	2.429568	4.146507	2.29952	2.747438
ENSMUSG00000024207	Acsbg2	0	0	0	0	0	0	0	0
ENSMUSG00000024208	Uqcc2	204.377795	174.746958	185.385921	161.267701	182.016049	168.601151	197.977671	186.055413
ENSMUSG00000024209	1700061G19Rik	0.077869	0.12773	0.038738	0.169265	0.120092	0.034059	0.038598	0.108599
ENSMUSG00000024210	Ip6k3	0.359633	0.331793	0.044723	0.039088	0	0	0.044562	0
ENSMUSG00000024211	Grm8	0	0	0	0	0	0	0	0
ENSMUSG00000024212	Mllt1	30.483103	29.690229	27.168908	32.089074	27.77761	29.051449	29.636277	27.868265
ENSMUSG00000024213	Nudt3	64.726861	59.849143	68.177639	72.031753	68.469514	69.803552	81.328936	65.544309
ENSMUSG00000024215	Spdef	0	0	0	0	0	0	0	0
ENSMUSG00000024217	Snrpc	161.075339	149.511594	139.72663	169.975141	172.705572	165.909963	176.747921	171.264897
ENSMUSG00000024218	Taf11	33.849111	33.156283	36.020767	37.129161	35.230208	33.618938	36.632805	36.029701
ENSMUSG00000024219	Anks1	18.894494	17.732701	17.634778	20.314031	18.129756	20.007028	19.445619	17.997674
ENSMUSG00000024220	Zfp523	6.872347	7.263067	9.367026	5.67448	5.12949	5.316041	5.14328	4.72393
ENSMUSG00000024222	Fkbp5	36.739187	35.645172	44.727264	42.296305	45.242445	52.195379	52.409078	53.707967
ENSMUSG00000024223	Armc12	0	0	0	0	0	0	0	0
ENSMUSG00000024224	Clpsl2	0	0	0	0	0	0	0	0
ENSMUSG00000024225	Clps	0	0	0	0	0	0	0	0
ENSMUSG00000024227	Pdzph1	0	0	0	0	0	0	0	0
ENSMUSG00000024228	Nudt12	2.66462	1.323825	0.738535	1.016559	1.410601	2.301805	1.079178	1.19794
ENSMUSG00000024231	Cul2	32.424243	31.981626	27.965101	33.741731	38.863084	38.804716	36.558833	37.573173
ENSMUSG00000024232	Bambi	1.31234	1.190816	0.791609	1.019907	2.023533	2.088252	2.20825	2.421602
ENSMUSG00000024233	Lyzl1	0	0	0	0	0	0	0	0
ENSMUSG00000024234	Mtpap	21.343545	19.501475	20.405298	19.773944	19.662213	19.957327	19.272889	19.433842
ENSMUSG00000024235	Map3k8	11.91654	11.183205	9.889473	9.586127	7.823874	9.474227	7.419494	9.617448
ENSMUSG00000024236	Svil	45.033016	46.526881	40.845309	40.132917	25.924435	24.43422	23.150608	26.054681
ENSMUSG00000024238	Zeb1	2.152795	2.128007	0.929371	1.429811	1.831545	1.896453	2.009182	1.420008
ENSMUSG00000024240	Epc1	22.001999	17.177446	21.714291	20.145729	18.633082	19.744975	14.942281	15.424878
ENSMUSG00000024241	Sos1	9.454584	9.186852	9.75162	9.526602	10.568678	9.535186	9.805873	11.321488
ENSMUSG00000024242	Map4k3	16.762255	16.926652	22.150665	25.225263	34.080447	37.590695	34.780014	41.077016
ENSMUSG00000024245	Tmem178	0	0.105021	0.063698	0	0.197607	0.055995	0	0.238228
ENSMUSG00000024246	Thumpd2	4.171703	4.190406	3.915466	4.212459	4.960868	5.538434	5.169416	5.131043
ENSMUSG00000024247	Pkdcc	0.55764	0.834454	0.682817	0.866524	0.132314	0.187602	0.510269	0.239297
ENSMUSG00000024248	Cox7a2l	264.252372	270.648568	279.306036	293.01314	219.438575	243.41905	191.406675	190.119324
ENSMUSG00000024251	Thada	10.253604	9.011932	7.783249	9.84568	9.63311	8.842214	11.646702	11.119262
ENSMUSG00000024253	Dync2li1	1.817886	0.541805	0.903669	1.940405	2.996067	2.021824	1.883089	3.073632
ENSMUSG00000024254	Abcg8	0	0	0	0	0	0	0	0
ENSMUSG00000024256	Adcyap1	0	0	0	0	0	0	0	0
ENSMUSG00000024258	Polr2d	39.602516	40.456842	38.738612	41.595763	43.180051	41.402861	38.670788	46.673568
ENSMUSG00000024259	Slc25a46	23.886393	23.807752	22.573286	22.948426	25.989158	27.081416	25.582178	24.993168
ENSMUSG00000024260	Sap130	31.605824	30.13015	33.945842	31.659051	35.094068	37.14151	34.529917	36.596381
ENSMUSG00000024261	Syt4	0	0	0	0	0	0	0	0
ENSMUSG00000024266	Adad2	0	0	0	0	0	0	0	0
ENSMUSG00000024268	Celf4	0.051001	0.157221	0.083659	0.062186	0.145056	0.089259	0.025284	0.341732
ENSMUSG00000024269	Tpgs2	11.781541	12.099149	12.062254	11.793343	17.396108	15.49928	15.189307	17.421729
ENSMUSG00000024270	Slc39a6	31.402203	31.38564	34.496979	32.462792	51.061714	51.352515	46.637959	52.726911
ENSMUSG00000024271	Elp2	54.987201	55.758635	60.263598	52.64198	59.436991	61.067929	56.267895	55.742284
ENSMUSG00000024273	2700062C07Rik	13.542964	15.007089	12.05366	14.456328	14.320267	15.348638	15.029996	15.036259
ENSMUSG00000024276	Zfp397	15.499467	17.862744	21.498332	22.69068	20.949633	21.087795	18.792325	22.493296
ENSMUSG00000024277	Mapre2	62.587515	67.541716	56.351969	66.560887	94.925428	83.421939	91.576723	97.118119
ENSMUSG00000024283	Wac	104.382016	98.690268	111.046585	94.95267	99.299377	105.007231	94.157484	98.146381
ENSMUSG00000024286	Ccny	53.985267	54.542809	64.954458	52.53541	53.396319	57.513687	52.377627	54.049959
ENSMUSG00000024287	Thoc1	52.444075	52.615014	36.502595	51.584549	48.641176	54.179328	51.321822	54.729154
ENSMUSG00000024290	Rock1	41.584221	40.558298	42.585545	42.176892	40.322316	39.270608	34.344676	42.203306
ENSMUSG00000024292	Cyp4f14	0	0	0	0	0	0	0	0
ENSMUSG00000024293	Esco1	18.651671	17.096529	20.606947	15.490886	14.157236	12.89712	13.99183	13.536122
ENSMUSG00000024294	Mib1	38.171828	40.929871	39.978589	42.215632	42.531166	41.611282	42.601103	46.630335
ENSMUSG00000024298	Zfp871	31.944391	29.199728	27.114625	29.829271	23.544745	25.555155	20.20328	22.222579
ENSMUSG00000024299	Adamts10	35.009135	33.60843	55.636853	29.240532	18.564496	22.431507	20.198621	18.345292
ENSMUSG00000024300	Myo1f	308.669171	304.072069	301.916885	295.666655	229.493393	241.851353	203.662942	228.161898
ENSMUSG00000024301	Kifc5b	19.310157	17.886554	18.923812	23.621152	19.361442	20.457803	15.945189	17.291588
ENSMUSG00000024302	Dtna	0	0	0	0	0	0	0	0
ENSMUSG00000024304	Cdh2	0	0	0	0	0	0	0	0
ENSMUSG00000024306	Ccdc178	0	0	0	0	0	0	0	0
ENSMUSG00000024308	Tapbp	205.404475	200.694309	282.816037	142.068	165.711429	211.835857	140.640594	144.278589
ENSMUSG00000024309	Pfdn6	83.06437	86.737903	80.0543	74.25652	92.781894	78.690834	82.908635	89.169244
ENSMUSG00000024312	Wdr46	33.059807	36.277586	33.724304	28.176139	38.324169	35.336028	38.505879	41.448923
ENSMUSG00000024313	Mep1b	0	0	0	0	0	0	0	0
ENSMUSG00000024317	Rnf138	10.500806	9.432996	8.452276	10.57497	7.693434	8.638376	8.527243	7.813406
ENSMUSG00000024319	Vps52	33.471809	31.273528	37.572408	36.310186	32.962352	31.173128	32.046381	32.632564
ENSMUSG00000024325	Ring1	20.444053	12.922198	14.696422	22.515346	11.871704	12.096021	15.245488	12.024365
ENSMUSG00000024327	Slc39a7	96.760897	94.007783	95.682572	83.347358	100.997342	87.057752	113.085857	112.746525
ENSMUSG00000024330	Col11a2	0.131894	0.12247	0.540683	0.626125	0.319674	0.217757	1.60169	0.30839
ENSMUSG00000024331	Dsc2	0	0	0	0	0	0	0	0
ENSMUSG00000024334	H2-Oa	5.115142	5.596447	1.4613	2.970357	1.235129	1.304735	1.26841	0.19849
ENSMUSG00000024335	Brd2	156.95813	157.507165	186.907276	140.994345	145.816003	147.458417	156.835044	157.210969
ENSMUSG00000024338	Psmb8	299.976054	322.329125	322.02736	257.615218	262.455376	257.357715	223.434952	229.676778
ENSMUSG00000024339	Tap2	38.516821	46.51539	42.47238	39.685774	32.035059	34.425284	29.023997	33.687324
ENSMUSG00000024340	Btnl2	0	0.100368	0.121759	0.106275	0	0	0.04044	0.075856
ENSMUSG00000024346	Pfdn1	47.878453	44.720221	42.212427	51.911105	61.634756	49.743264	69.617402	59.188456
ENSMUSG00000024347	Psd2	0	0.020241	0.073666	0.042903	0.144319	0.170167	0.024465	0
ENSMUSG00000024349	Tmem173	57.763119	58.895969	57.803777	64.253845	54.553383	46.186334	52.166858	55.339162
ENSMUSG00000024350	Dnajc18	8.183598	11.03374	6.036549	9.85286	13.726086	10.926179	14.393649	16.812286
ENSMUSG00000024352	Spata24	4.776449	6.98926	2.731517	7.988058	8.529886	10.854337	6.748799	7.163445
ENSMUSG00000024353	Mzb1	0	0	0	0	0	0	0	0
ENSMUSG00000024354	Slc23a1	0.102505	0.028025	0	0	0	0.059786	0.033875	0.031767
ENSMUSG00000024357	Sil1	20.692127	20.140188	19.985096	21.043907	17.576434	19.098752	17.437029	19.603672
ENSMUSG00000024359	Hspa9	149.652039	152.889249	146.640119	152.11573	214.219038	202.873963	211.999967	214.043615
ENSMUSG00000024360	Etf1	80.543305	84.11262	81.030768	84.452589	98.50691	95.392523	106.203685	99.816246
ENSMUSG00000024365	Cyp21a1	0	0	0	0	0	0	0	0
ENSMUSG00000024366	Gfra3	0	0	0	0	0	0	0	0
ENSMUSG00000024369	Nelfe	51.260271	58.787305	50.952637	73.028665	78.747519	75.030784	73.294223	75.393087
ENSMUSG00000024370	Cdc23	48.674914	47.09958	38.426815	52.433404	42.98896	48.484991	47.765255	44.946072
ENSMUSG00000024371	C2	0.540965	0.442124	0	0.470925	0.209071	0.706036	0	0
ENSMUSG00000024376	Epb41l4a	0	0	0	0	0	0	0	0
ENSMUSG00000024378	Stard4	41.978566	38.439407	39.661984	41.042253	30.260721	37.308101	37.354582	34.975448
ENSMUSG00000024379	Tslp	0.102445	0.083941	0.101816	1.238535	0.391937	0.26844	0.603816	0.377927
ENSMUSG00000024381	Bin1	132.093171	135.531931	145.688761	125.69195	145.450098	143.812865	164.228257	152.852834
ENSMUSG00000024382	Ercc3	43.41286	39.432823	42.281801	33.96057	39.83594	37.525597	39.780778	44.476073
ENSMUSG00000024383	Map3k2	15.106309	14.406663	16.793288	15.636451	13.907742	14.380634	13.491119	14.435571
ENSMUSG00000024384	Iws1	27.951492	25.352235	26.520096	29.864583	29.276596	29.570912	29.022679	29.209144
ENSMUSG00000024386	Proc	0	0	0	0	0	0	0	0
ENSMUSG00000024387	Csnk2b	205.512621	217.44143	186.091078	215.572551	207.370914	203.497016	215.074437	210.437008
ENSMUSG00000024388	Myo7b	0	0	0	0	0	0	0	0
ENSMUSG00000024391	Apom	0	0.285726	0	0.303418	0	0	0	0
ENSMUSG00000024392	Bag6	131.577846	150.980126	165.789982	140.141705	151.461157	146.554947	154.85117	157.827369
ENSMUSG00000024393	Prrc2a	140.520867	148.587917	148.114773	136.661927	145.961515	158.894791	158.294482	168.027546
ENSMUSG00000024395	Lims2	0.057474	0.094248	0	0.576244	0.620578	1.002174	0.3486	0.735792
ENSMUSG00000024397	Aif1	7.449807	12.207252	2.151785	7.498826	30.107473	45.033014	40.141652	31.86879
ENSMUSG00000024399	Ltb	0.296726	0.567328	1.277987	0.232236	0.457896	0.259195	0.264321	0
ENSMUSG00000024400	Wdr33	31.561044	37.124732	27.793883	31.306408	31.322023	31.695222	28.541846	31.955577
ENSMUSG00000024401	Tnf	37.330799	51.17069	33.41876	38.77199	72.319334	62.360428	84.278858	80.625416
ENSMUSG00000024402	Lta	0	0	0	0.07014	0	0	0.07991	0.299986
ENSMUSG00000024403	Atp6v1g2	1.400507	2.33866	2.688389	2.44659	2.364662	1.989231	3.07563	1.591508
ENSMUSG00000024404	Riok3	121.973103	132.027407	128.879497	115.05557	128.01023	126.508993	137.170092	136.132015
ENSMUSG00000024406	Pou5f1	0	0	0	0	0	0	0	0
ENSMUSG00000024409	Psors1c2	0	0	0	0	0	0	0	0
ENSMUSG00000024410	Rmc1	52.317835	49.086259	53.499643	46.301948	48.585129	49.945896	60.888827	56.226718
ENSMUSG00000024411	Aqp4	0	0	0	0	0	0	0	0
ENSMUSG00000024413	Npc1	105.268354	96.917852	128.988273	103.567704	120.002503	124.051116	112.883803	123.251705
ENSMUSG00000024414	Mrpl27	66.511631	65.184738	65.812786	72.588841	71.260542	73.550984	75.739942	77.152958
ENSMUSG00000024420	Zfp521	0	0.049361	0.029536	0	0	0.02597	0	0
ENSMUSG00000024421	Lama3	0.362805	0.192631	0.168267	0.224184	0.723911	0.345268	0.186256	0.296814
ENSMUSG00000024422	Dhx16	49.153338	45.040279	45.793543	45.033023	38.240023	36.979803	37.144363	37.316468
ENSMUSG00000024423	Impact	21.22226	32.043864	18.740965	21.255853	26.64849	22.36379	23.943959	19.541682
ENSMUSG00000024424	Ttc39c	14.73325	14.244803	14.526451	12.362138	13.171253	12.900368	14.877802	15.125552
ENSMUSG00000024425	Ndfip1	91.234074	91.246621	82.212363	98.566843	87.560322	89.895033	88.622878	84.71037
ENSMUSG00000024426	Atat1	5.299549	4.985253	6.4888	5.127775	5.478119	5.272725	3.241969	6.152531
ENSMUSG00000024427	Spry4	0.085076	0.052345	0.042336	0.018491	0.098387	0.074454	0.084358	0.118639
ENSMUSG00000024429	Gnl1	29.874442	32.119887	32.916469	27.773221	27.207054	28.433817	28.780366	28.00323
ENSMUSG00000024430	Cabyr	0.499572	0.491589	0.298174	0.463204	0.668555	0.692237	0.495186	0.473893
ENSMUSG00000024431	Nr3c1	48.40696	43.395497	45.61011	47.352557	39.331126	37.569123	36.302746	37.698837
