gene_id	gene_name	KO.F_1	KO.F_2	KO.M_1	KO.M_2	WT.F_1	WT.F_2	WT.M_1	WT.M_2
ENSMUSG00000009535	Rnmt	581	786.999	607	681	755	695.999	578	622.999
ENSMUSG00000009545	Kcnq1	5	9	3	11	14	5	11	3
ENSMUSG00000009549	Srp14	1006	1176	1041	1095	1385.001	1206	1070	977
ENSMUSG00000009551	6330409D20Rik	0	0	0	0	0	0	0	0
ENSMUSG00000009555	Cdk9	1792	2109	2016	2043	2180.001	2010	1756.001	1855.999
ENSMUSG00000009563	Tor2a	579.001	673.001	636.001	620	776	682	578	676
ENSMUSG00000009566	Fpgs	258	333	265.999	266	440	354	314	342.001
ENSMUSG00000009569	Mrtfb	1278	1577.001	1392	1510	2164	1981	1710	1946
ENSMUSG00000009575	Cbx5	4276	5046	3522.001	5506	5767	5408	4000	4612
ENSMUSG00000009580	Odam	0	0	0	0	0	0	0	0
ENSMUSG00000009585	Apobec3	988.999	1342.001	951.999	1474.999	1607	1493.999	1212.001	1320.998
ENSMUSG00000009588	St6galnac1	0	0	0	0	0	0	0	0
ENSMUSG00000009596	Taf7l	0	0	0	0	0	0	0	0
ENSMUSG00000009614	Sardh	0	0	0	0	1	0	0	2
ENSMUSG00000009621	Vav2	612	764.999	483	580	665	591	520.999	617
ENSMUSG00000009628	Tex15	10	14	4	19	1	7	4	2
ENSMUSG00000009630	Ppp2cb	907	1091	855	1184	1089	950	1082	973
ENSMUSG00000009633	G0s2	2	3	0	0	2	0	1	0
ENSMUSG00000009640	Dmap1	253	310.001	254	346	345	324	282	261
ENSMUSG00000009646	Pla2g12b	0	0	0	0	0	0	0	0
ENSMUSG00000009647	Mcu	520	617	518	625	870	781	717	702
ENSMUSG00000009654	Oit3	49	45	57	105	200	156	138	165
ENSMUSG00000009670	Tex11	0	1	4	9	5	1	18	2
ENSMUSG00000009681	Bcr	101	92	106	115	158	151	130	131
ENSMUSG00000009687	Fxyd5	13148.999	15452.999	16000.999	15042.001	11018.999	9821	8348	8680
ENSMUSG00000009731	Kcnd1	2	3	2	1	7	4	2	3
ENSMUSG00000009733	Tfcp2	127.999	170.999	128	144	161	145	137	151.001
ENSMUSG00000009734	Pou6f2	0	0	0	0	0	0	0	0
ENSMUSG00000009739	Pou6f1	100	137.999	99	189.999	205	204	148.999	169
ENSMUSG00000009741	Ubp1	1551.001	1937	1628	1536	1440	1152	1044.001	1147.001
ENSMUSG00000009772	Nuak2	605	617.999	688	650	530	442.001	384.001	392.001
ENSMUSG00000009828	Ick	78	139	141	167.999	184	138.001	113	127
ENSMUSG00000009863	Sdhb	1703	1850	1646	1914	1908	1712	1453	1731
ENSMUSG00000009876	Cox4i2	0	5	3	6	7	8	6	6
ENSMUSG00000009894	Snap47	196	268	279	354	509	476	324	388
ENSMUSG00000009900	Wnt3a	0	0	0	0	0	0	0	0
ENSMUSG00000009905	Kdsr	478	515	509	548	486	468	415	441.999
ENSMUSG00000009907	Vps4b	2628.999	3199	2528	3085	3665	3288	2695	3059.999
ENSMUSG00000009927	Rps25	6925.001	8578.001	6118	8328.999	8590.001	7532.999	6715.999	6593.001
ENSMUSG00000009941	Nxf2	3	9	0	5	7	7	5	5
ENSMUSG00000009995	Taz	478.001	549.001	519	580.001	461.002	459.001	349.998	389.001
ENSMUSG00000010021	Kif19a	47	67	32	26	47	24	28	28
ENSMUSG00000010025	Aldh3a2	1562.999	1921.001	1580	1632.001	1523.001	1419.999	1134	1237.999
ENSMUSG00000010044	Zmynd10	5	0	1	1	0	1	0	0
ENSMUSG00000010045	Tmem115	516	633	567	585	617	556	538	539
ENSMUSG00000010047	Hyal2	174	223	233	232	469	363	360	404
ENSMUSG00000010048	Ifrd2	438	617	439.999	463.001	657	557	506	575
ENSMUSG00000010051	Hyal1	27.156	23.64	20.975	38.586	124.293	115.39	94.106	98.768
ENSMUSG00000010054	Tusc2	297	305	293	276	378	352	310	332
ENSMUSG00000010057	Nprl2	195	241.999	236.001	258	209	218	184	203
ENSMUSG00000010064	Slc38a3	0	0	0	0	0	0	0	0
ENSMUSG00000010066	Cacna2d2	0	1	0	0	0	0	0	0
ENSMUSG00000010067	Rassf1	865	1047.999	867.001	886	963	719.001	795.999	832.999
ENSMUSG00000010080	Epn3	0	0	0	0	0	0	0	0
ENSMUSG00000010086	Rnf112	0	0	0	0	0	0	0	0
ENSMUSG00000010095	Slc3a2	2419	3163.999	2484.999	3124.001	6783	5761.001	5475	5767.999
ENSMUSG00000010097	Nxf1	1993	2752	2230	2306	2124.999	2089.999	1861.001	1979
ENSMUSG00000010110	Stx5a	666	895	709	738.999	820.998	771	618.001	678.999
ENSMUSG00000010122	Slc47a1	0	0	0	1	1	0	0	0
ENSMUSG00000010136	Pifo	0	0	0	0	0	0	1	0
ENSMUSG00000010142	Tnfrsf13b	1001	1176	653	1004.001	734	703	664	691
ENSMUSG00000010154	Spire2	0	0	0	0	2	0	0	0
ENSMUSG00000010175	Prox1	0	1	0	0	1	0	0	0
ENSMUSG00000010205	Raver1	3229.77	3869.724	3103.706	3497.337	3917.55	3341.222	3066.616	3357.395
ENSMUSG00000010277	2610507B11Rik	9516	11240.999	9893	10904	14661	12757.999	10607	11844
ENSMUSG00000010290	AI597479	366	408	312	387	426	314	305	359
ENSMUSG00000010307	Tmem86a	547	605	693	438	412	427	366	366
ENSMUSG00000010311	Optc	0	0	0	0	0	0	0	0
ENSMUSG00000010342	Tex14	7	21	5	21	10	8	2	1
ENSMUSG00000010358	Ifi35	608	757	834	481	821	733.001	479	551
ENSMUSG00000010362	Rdm1	150	169	160	226	127	148	89	67
ENSMUSG00000010376	Nedd8	1559	1902.999	1513	1677.999	2101	1877	1757	1769.999
ENSMUSG00000010392	Gosr1	910	1036	900	1043	1119	1059	933	1044
ENSMUSG00000010406	Mrpl52	330.001	417.999	286	358	438	409	485.998	401
ENSMUSG00000010435	Spaca7	0	0	0	0	0	0	0	0
ENSMUSG00000010453	Kansl3	1143	1389.999	1195	1237	1239	1116	1029	976
ENSMUSG00000010461	Eya4	71	108	82	39	177	135	120.001	138
ENSMUSG00000010476	Ebf3	0	0	0	0	0	0	0	0
ENSMUSG00000010505	Myt1	0	0	0	0	0	0	0	0
ENSMUSG00000010517	Faf1	925	1229	981	1253	1347	1211	1000	1056
ENSMUSG00000010529	Gm266	0	0	0	0	0	0	0	0
ENSMUSG00000010538	Tsacc	17	16	13	9	6	4	8	6
ENSMUSG00000010554	Mettl16	516	594.001	452	597	756	642	634	705.999
ENSMUSG00000010592	Dazl	0	0	0	0	0	0	0	1
ENSMUSG00000010601	Apol7a	0	0	0	0	0	0	0	0
ENSMUSG00000010607	Pigyl	166	199	164	200	213	175	164	174
ENSMUSG00000010608	Rbm25	2678.001	3075	2747	2774.001	3411.998	2928.001	2690	2766.999
ENSMUSG00000010609	Psen2	1032	1296.999	1484	1194	1321.999	1225	994	1156.999
ENSMUSG00000010651	Acaa1b	4.556	3.372	4.546	1.089	3.395	0	1.09	1.094
ENSMUSG00000010660	Plcd1	20	20	14	33	30	44	24	21
ENSMUSG00000010663	Fads1	2915	3422	3455.001	3717	3317	3140	2558.001	2923.001
ENSMUSG00000010721	Lmbr1	102	114	118	125.001	154	111	84	127
ENSMUSG00000010751	Tnfrsf22	171.919	184.697	154.372	181.171	216.837	236.732	196.211	223.072
ENSMUSG00000010755	Cars	654	937.999	741	1068	1356.001	1183	889	912
ENSMUSG00000010760	Phlda2	0	0	0	0	0	0	0	0
ENSMUSG00000010796	Asz1	0	0	0	0	0	0	0	0
ENSMUSG00000010797	Wnt2	0	0	0	0	0	0	0	0
ENSMUSG00000010803	Gabra1	0	0	0	0	0	0	0	0
ENSMUSG00000010825	Grid2ip	0	0	0	0	0	0	0	0
ENSMUSG00000010830	Kdelr3	0	2	0	0	0	0	0	1
ENSMUSG00000010841	Cfap97d1	0	0	0	0	0	0	0	0
ENSMUSG00000010911	Apip	261	285	194	305	352	292	271	256
ENSMUSG00000010914	Pdhx	398	472.999	399	415	623.001	535	482	474
ENSMUSG00000010936	Vac14	1991	2436	2040	2117	2706	2353	2074	2227.001
ENSMUSG00000011008	Mcoln2	187.001	272	256	342	434	369.001	326.999	369.999
ENSMUSG00000011034	Slc5a1	0	0	0	0	0	0	0	0
ENSMUSG00000011096	Akt1s1	410	454.999	424.999	419.999	583.999	457	515.999	510.999
ENSMUSG00000011114	Tbrg1	879	1137.001	852.001	1113.001	1277	1066.999	917	1015
ENSMUSG00000011118	Panx3	0	0	0	0	0	0	0	0
ENSMUSG00000011148	Adssl1	1837	2222	1736.001	1988	1592	1560	1200	1515
ENSMUSG00000011154	Cfap161	0	0	0	0	0	0	0	0
ENSMUSG00000011158	Brf1	817	1099.001	945	991	979	916	804.999	854
ENSMUSG00000011171	Vipr2	5	11	13	10	19	15	9	14
ENSMUSG00000011179	Odc1	1213.999	1571.999	969	1390	3195	2197.999	2524	2381.999
ENSMUSG00000011254	Thg1l	242	291	227	190	260.999	267	284	317
ENSMUSG00000011256	Adam19	370	528	476	129	61	65	52	55
ENSMUSG00000011257	Pabpc4	1305	1667	1156.001	1873	2272	1957	1680.002	1767.001
ENSMUSG00000011263	Exoc3l2	7	3	5	8	7	10	8	2
ENSMUSG00000011267	Zfp296	71	70	98	52	34	37	23	26
ENSMUSG00000011305	Plin5	0	0	0	0	0	0	0	0
ENSMUSG00000011306	Sugp1	596	773.001	601	774	818	704	547	657.001
ENSMUSG00000011349	Dmrtc2	0	0	0	0	0	0	0	0
ENSMUSG00000011382	Dhdh	481.709	496.309	529.39	608.798	635.384	592	445.445	610.283
ENSMUSG00000011427	Zfp790	210	291	225	234	281	253	205	211
ENSMUSG00000011463	Cpb1	0	0	0	0	0	0	0	0
ENSMUSG00000011486	Slc25a41	0	0	0	0	0	0	0	0
ENSMUSG00000011589	Fsd1	0	0	0	0	0	0	0	0
ENSMUSG00000011632	Pinlyp	0	0	0	0	0	0	0	0
ENSMUSG00000011658	Fuz	93	102	109	118	80	93	59	80.999
ENSMUSG00000011751	Sptbn4	8	13	7.078	9	11	7	13	8
ENSMUSG00000011752	Pgam1	10347	12771.001	10194	11986	19863.001	16556	15110.001	17963.999
ENSMUSG00000011831	Evi5	760.999	907.001	726.001	940.001	713	841.999	563	745
ENSMUSG00000011832	Evi5l	352	240.999	285.001	347.999	476	397	284.999	327.001
ENSMUSG00000011837	Snapc2	282	329	282	292	402	325	253	348
ENSMUSG00000011877	Git1	1674	1909	1870	1917	2365	2150	1852.001	2158
ENSMUSG00000011884	Gltp	4043	4745	3954	4986.999	5742	4799	3957.001	4498
ENSMUSG00000011958	Bnip2	2609	3189.002	2579	2969.999	3589	3081	2872.999	2978.001
ENSMUSG00000011960	Ccnt1	1378.999	1750.999	1549.001	1487	1714	1548	1239.001	1384.999
ENSMUSG00000012017	Scarf2	7	15	3	21	17	14	11	11
ENSMUSG00000012042	4930579F01Rik	0	0	0	0	0	0	0	0
ENSMUSG00000012076	Brms1l	406	412.115	413	454	550	499	410	439
ENSMUSG00000012114	Med15	2708	3548	3077	2988.999	3449.001	3011	2631	2959.001
ENSMUSG00000012117	Dhdds	1202.001	1443	1119	1360.999	1464	1325	1093	1209.998
ENSMUSG00000012123	Crybg2	4	7	8	20	14.999	20.001	18	13
ENSMUSG00000012126	Ubxn11	18	18	12.001	21	18	12	13	16
ENSMUSG00000012187	Mogat1	0	0	0	0	0	0	0	0
ENSMUSG00000012211	Tex22	1	0	0	1	0	0	0	0
ENSMUSG00000012282	Wnt8a	0	0	0	0	0	0	0	0
ENSMUSG00000012296	Tjap1	370	524	392	500.999	564	498.999	487.002	504
ENSMUSG00000012350	Ehf	0	1	0	1	0	0	0	0
ENSMUSG00000012396	Nanog	0	0	0	0	0	0	0	0
ENSMUSG00000012405	Rpl15	7954.001	9891.001	7180.001	9312	9864	8661.999	7761	7979.999
ENSMUSG00000012422	Tmem167	1695	1930.999	1665	1853	1777	1474	1400	1522
ENSMUSG00000012428	Steap4	1	0	0	0	0	0	0	0
ENSMUSG00000012429	Mplkip	292.994	317.995	290	391.001	320	278.941	232	202.98
ENSMUSG00000012443	Kif11	3777	4701	3407	5916	5037	4388	3101	4106
ENSMUSG00000012483	Rpa3	239	286	199	335	354	299	237	231
ENSMUSG00000012519	Mlkl	385	498	389	449	593	512	343	380
ENSMUSG00000012520	Phox2b	0	0	0	0	0	0	0	0
ENSMUSG00000012535	Tnpo3	2159	2724.001	2284.998	2532.001	3070.001	2695	2454.001	2610.001
ENSMUSG00000012609	Ttll5	343.001	347.001	364.999	416.999	419.999	429	334	339.001
ENSMUSG00000012640	Zfp715	578.001	759	701.999	752	849.001	869	726	794
ENSMUSG00000012705	Retn	0	2	0	0	0	2	0	0
ENSMUSG00000012777	Acp4	0	0	0	0	0	0	0	0
ENSMUSG00000012819	Cdh23	5	3	5	2	3	0	0	0
ENSMUSG00000012848	Rps5	9241	11668	8523	11364	10720	10088	8903.999	8535
ENSMUSG00000012889	Podnl1	0	0	0	0	0	0	0	0
ENSMUSG00000013033	Adgrl1	49	68.999	91	42	28	22	18	22
ENSMUSG00000013076	Amotl1	164	195	198	188	385	255	203	289
ENSMUSG00000013083	2200002J24Rik	0	0	0	0	0	0	0	0
ENSMUSG00000013089	Etv5	1312	1711	850	1998	3008	2956	2411	2667
ENSMUSG00000013091	Tmem190	0	0	0	0	0	0	0	0
ENSMUSG00000013150	Gfod2	26	34	48	49	61	76	61	70
ENSMUSG00000013155	Enkd1	140	194	173	185	211.001	173	167.001	139
ENSMUSG00000013158	4933405L10Rik	1	0	0	1	0	0	0	3
ENSMUSG00000013160	Atp6v0d1	2549	3237	2595	2887	3457	2851	2495	2864
ENSMUSG00000013236	Ptprs	3671.001	4419.001	3017.001	4157.002	2334.001	2282.002	2015	2229.001
ENSMUSG00000013275	Slc41a1	298	359	337	334	360	320	279	299
ENSMUSG00000013338	Fer1l4	0	0	0	0	0	0	0	0
ENSMUSG00000013353	4931406B18Rik	0	0	0	0	0	0	0	0
ENSMUSG00000013367	Iglon5	0	2	0	0	0	1	1	2
ENSMUSG00000013415	Igf2bp1	0	0	0	0	1	0	0	3
ENSMUSG00000013418	B4galnt2	8	3	2	3	4	2	6	4
ENSMUSG00000013419	Zfp651	6	7	18	10	40	22.999	21.999	15
ENSMUSG00000013465	Nelfb	1129.001	1385	1084	1355.001	1275.001	1263	1004.001	1125.999
ENSMUSG00000013483	Card14	0	0	0	0	0	0	0	0
ENSMUSG00000013495	Tmem175	228.999	282	238	279.999	242	213.001	190	208.001
ENSMUSG00000013523	Bcas1	6	4	3	9	3	3	6	6
ENSMUSG00000013539	Tango2	355.998	342.001	395	371.001	388	352	330	385.001
ENSMUSG00000013584	Aldh1a2	0	1	0	0	0	0	0	0
ENSMUSG00000013593	Ndufs2	2241	2659	2348	2533	2834	2282.001	2134	2332
ENSMUSG00000013611	Snx31	0	0	0	0	0	0	0	0
ENSMUSG00000013622	Atraid	483	537	466.999	526	500.999	449	336.001	406
ENSMUSG00000013629	Cad	2290	2710.999	2053	2109	2878	2459.001	2282	2607
ENSMUSG00000013643	Lypd8	0	0	0	0	0	0	0	0
ENSMUSG00000013646	Sh3bp5l	623.999	829	668.001	625	706	697	489	608
ENSMUSG00000013653	1810065E05Rik	0	0	0	0	0	0	0	0
ENSMUSG00000013662	Atad1	1222	1547.001	1298	1370.999	1503.999	1363.999	1340	1390
ENSMUSG00000013663	Pten	3238.691	3907.945	3185.898	4022.461	3572.918	2926.372	2614.459	2949.983
ENSMUSG00000013668	4933402N03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000013698	Pea15a	2674	3307	2282.999	3907	5446.999	5173	4599	4622
ENSMUSG00000013701	Timm23	1377.999	1654	1232	1364	1873.001	1498	1634	1652.999
ENSMUSG00000013707	Tnfaip8l2	941	1160	1160	1038	756	776	634	627
ENSMUSG00000013736	Trnt1	523.729	621.575	464.953	508.373	680.421	521.175	573.273	544.422
ENSMUSG00000013766	Ly6g6e	0	0	0	0	0	0	0	0
ENSMUSG00000013787	Ehmt2	3166	4209	3605.002	4319.999	4285	4071	3146	3431
ENSMUSG00000013822	Elof1	697.999	880	773	835	1044.001	918	883	905
ENSMUSG00000013833	Med16	817	992.999	831.883	931	989.999	932.999	774	887
ENSMUSG00000013846	St3gal1	3082	3758	2964	3074.001	2725.001	2169	1873	2397
ENSMUSG00000013858	Tmem259	1910	2450.999	2155	2166	2297	2134	1797	2031
ENSMUSG00000013878	Rnf170	342.973	396.737	355	371	361	340	319.001	318
ENSMUSG00000013921	Clip3	0	0	0	0	1	0	0	2
ENSMUSG00000013928	Thap8	0	0	0	2	4	0	1	1
ENSMUSG00000013936	Myl2	15	13	11	19	5	16	6	5
ENSMUSG00000013973	Dedd	449	519.999	479	479	512	457	422	372
ENSMUSG00000013974	Mcemp1	550	574	438	313	88	87	63	64
ENSMUSG00000013997	Nit1	317.001	395	317.001	466.999	392.999	384	361.999	366.001
ENSMUSG00000014030	Pax5	0	0	0	0	0	0	0	0
ENSMUSG00000014039	Prdm15	259.999	323.999	351	265	289	290	224	286
ENSMUSG00000014074	Rnf168	817	1056	723	951	975.831	886	755	824
ENSMUSG00000014075	Tctex1d2	128	139	141	226	144	116	105	134
ENSMUSG00000014077	Chp1	4338.001	5072	4274	4698.001	4564	3977.001	3392	3879
ENSMUSG00000014104	Sval2	0	0	0	0	0	0	0	0
ENSMUSG00000014158	Trpv4	613	620.001	609	476	281	246	195	261
ENSMUSG00000014164	Klhl3	319	274	575	257	210	228	136	139
ENSMUSG00000014177	Tvp23b	226	292	253	259	358	379	328	390
ENSMUSG00000014195	Dnajc7	1693	2078	1730.001	1778	2286	1804	1800.001	1823
ENSMUSG00000014198	Zfp385c	6	3	6	1	3	3	3	0
ENSMUSG00000014226	Cacybp	1467	1647	1339	1375	2087	1766.999	1674	1672
ENSMUSG00000014232	Cluap1	149.697	147.383	195.346	151.704	164.782	188.738	147.205	152.298
ENSMUSG00000014243	Zswim7	33	51	30	49	50	58	52	50
ENSMUSG00000014245	Pigl	114	132	111	136	128	127	109	88
ENSMUSG00000014294	Ndufa2	944	1043	899	998	1247	1043	1038	1093
ENSMUSG00000014301	Pam16	142.449	161	129.546	166.829	254.51	220.504	183.5	213.503
ENSMUSG00000014303	Glis2	2	6	0	4	19	4	3	14
ENSMUSG00000014313	Cox6c	1287.999	1487	1292	1412	1708.999	1377.999	1260.001	1272
ENSMUSG00000014329	Bicc1	0	0	0	0	0	0	0	0
ENSMUSG00000014349	Ube2z	2040	2572	1953	2257	2698	2488	2229	2482
ENSMUSG00000014351	Gip	0	0	0	0	0	0	0	0
ENSMUSG00000014353	Tmem87b	383.999	446.999	432	467	663.999	658	542	574
ENSMUSG00000014355	Anapc1	3889.999	4837	3879.999	4699	5509	5047	4183	4668
ENSMUSG00000014361	Mertk	46	78	14	152	564	667	474	558
ENSMUSG00000014402	Tsg101	1186.001	1483	1136	1315.001	1603	1404	1190.001	1291
ENSMUSG00000014418	Hps5	1022.999	1243.999	951	1151	1102	998.001	798	910.999
ENSMUSG00000014426	Map3k4	737	897.001	716	921	1077	991	778	838.999
ENSMUSG00000014444	Piezo1	7740.999	9654.999	9024	9330.001	15383.999	13411	11787.999	12678
ENSMUSG00000014453	Blk	0	0	0	0	0	0	0	0
ENSMUSG00000014470	Rnf166	904	1041	964	879	577	551	426	449
ENSMUSG00000014496	Ankrd28	2199	2757	2211.001	2337.999	2742.999	2440	1984	2268
ENSMUSG00000014498	Ankrd52	4106	4873.999	3867.999	4178	5296	4620	4425	4784
ENSMUSG00000014503	Pkd2l2	3	6	7	5	1	1	2	2
ENSMUSG00000014504	Srp19	680	677	599	619.001	816	660.001	637	605.999
ENSMUSG00000014529	Tmbim7	0	0	0	1	0	0	0	0
ENSMUSG00000014542	Clec4f	1	0	0	0	1	0	0	0
ENSMUSG00000014543	Klra17	63	71	87	2	11	16	13	6
ENSMUSG00000014547	Wdfy2	3745	4692	3146	4459	4242	3881	2906	3541
ENSMUSG00000014550	Rbsn	902.001	1126.001	852	1029	1100	934	893	868
ENSMUSG00000014551	Mrps25	578	659	550	584	648	574.999	571	544.001
ENSMUSG00000014554	Dguok	227.999	291	227	232.999	222	208.001	158	185
ENSMUSG00000014592	Camta1	107	189	135	210	214	211.001	180.001	148
ENSMUSG00000014599	Csf1	26	45	22	26	44	38	22	16
ENSMUSG00000014601	Strip1	1074.001	1296.001	1116	1193	1380	1232.999	1067	1120
ENSMUSG00000014602	Kif1a	2	3	2	6	5	0	4	3
ENSMUSG00000014603	Alx3	0	0	0	0	0	0	0	0
ENSMUSG00000014606	Slc25a11	1766.001	2175.001	1787	2101.001	2352	1990.999	1804	2098
ENSMUSG00000014609	Chrne	3	1	1	0	1	0	0	0
ENSMUSG00000014633	Cmc2	366	398.999	335.999	428	477.999	364	355.999	349
ENSMUSG00000014668	Chfr	973.001	1171	1057	1191	1108	1064	847.999	970
ENSMUSG00000014686	Ceacam16	2	6	5	14	6	6	4	8
ENSMUSG00000014704	Hoxa2	0	0	1	0	2	0	0	0
ENSMUSG00000014725	Adam28	0	0	0	0	0	0	0	0
ENSMUSG00000014747	Ankrd53	0	0	0	0	0	0	0	0
ENSMUSG00000014748	Tex261	2379	2824.001	2721.001	2528	2648	2454	2237	2391
ENSMUSG00000014763	Fam120b	591.001	739	670	736.999	819.999	764.999	623	719
ENSMUSG00000014767	Tbp	503	590.999	514.002	573	580	464.001	479.999	454.999
ENSMUSG00000014769	Psmb1	2236	2835	2177	2661.999	2874	2504	2270	2256.999
ENSMUSG00000014771	Pdcd2	171	264	223	292.999	233	214.001	231	246.999
ENSMUSG00000014773	Dll1	0	4	0	1	1	0	0	0
ENSMUSG00000014776	Nol3	3	1	0	2	2	1	1	3
ENSMUSG00000014778	Fhod1	1648.999	1907.999	2075	1867.001	1472	1588	1426	1597.999
ENSMUSG00000014782	Plekhg4	1	14	5	5	2	8	3	4
ENSMUSG00000014786	Slc9a5	205	248	270	233	221	226	181	209
ENSMUSG00000014791	Elmo3	6	10	8	12	18	11	18	13
ENSMUSG00000014813	Stc1	0	0	0	0	0	0	0	0
ENSMUSG00000014837	4931428F04Rik	63	100	67	102	131	117	116.999	163.999
ENSMUSG00000014846	Tppp3	11	5	4	6	8	4	8	1
ENSMUSG00000014850	Msh3	415	475.001	481.999	492.001	450.001	483	338.002	378.999
ENSMUSG00000014852	Adamts13	0	0	0	0	0	0	0	3
ENSMUSG00000014856	Tmem208	424	525.999	420	414	544	481.999	443	431.999
ENSMUSG00000014859	E2f4	1488	1699	1252	1515	1722	1507	1327	1536
ENSMUSG00000014867	Surf4	5838	6829	5812	5344	7015	6255	5623	6222
ENSMUSG00000014873	Surf2	238.001	298.999	261	253.999	269	286	229.001	245
ENSMUSG00000014905	Dnajb9	420	516	477	458	649	590	454	548
ENSMUSG00000014907	Naf1	235	328	192	347	348	306	328	357
ENSMUSG00000014932	Yes1	0	0	0	2	0	0	0	0
ENSMUSG00000014956	Ppp1cb	2888	3276	2997.001	3342	3616	3339	2860.999	3016
ENSMUSG00000014959	Gorasp2	2061	2547.999	2148	2068	2748	2328	2158	2397
ENSMUSG00000014980	Tsen15	244	261	231	255	290.999	319.999	234.999	304
ENSMUSG00000015001	Oc90	0	0	0	0	0	0	0	0
ENSMUSG00000015002	Efr3a	2392	2908.999	2343	2630.001	2881.999	2648.999	2185	2332.001
ENSMUSG00000015013	Trappc2l	394	466.001	385	448	546	431	430	438
ENSMUSG00000015016	Acsf3	271	327	274	367	302	282.001	210	236
ENSMUSG00000015023	Ddx19a	1449.321	1766.544	1373.837	1811.681	2025.038	1738.999	1543.645	1586.356
ENSMUSG00000015027	Galns	1463	1446	1560	1530	1652	1474	1333.999	1399
ENSMUSG00000015053	Gata2	2	9	2	2	10	4	2	7
ENSMUSG00000015083	C8g	4	6	6	2	6	3	4	4
ENSMUSG00000015085	Entpd2	0	6	0	1	0	0	0	0
ENSMUSG00000015087	Rabl6	1476	1771.001	1372.999	1668	1858.999	1722.001	1538.001	1493
ENSMUSG00000015090	Ptgds	0	0	0	0	0	0	0	0
ENSMUSG00000015092	Edf1	1589	1967	1505	1718	1964.001	1692	1628	1594
ENSMUSG00000015093	Clic3	0	0	0	0	0	0	0	0
ENSMUSG00000015094	Npdc1	1	8	7	7	20	9	12.999	6
ENSMUSG00000015095	Fbxw5	648	777.001	679	736.001	650	593	555	552.001
ENSMUSG00000015112	Slc25a13	1179	1542	1082.001	1413	1719.999	1365	1173	1187
ENSMUSG00000015120	Ube2i	3178	3818.001	3230	3377.001	3732.001	3331.001	3155	3263.998
ENSMUSG00000015126	Tsr3	132	183	164	163	261	189	189	207
ENSMUSG00000015127	Unkl	278	288	306	291	227.999	251.001	204	262
ENSMUSG00000015133	Lrrk1	1854	2222	2085	1616	1628	1370	1273	1301
ENSMUSG00000015134	Aldh1a3	3	2	1	0	4	4	2	2
ENSMUSG00000015143	Actn1	5399.001	6218	6276.999	5381.999	5941	4898	4506.001	5182
ENSMUSG00000015149	Sirt2	1283	1573.999	1394	1668.999	2041.001	1782	1431	1546.999
ENSMUSG00000015165	Hnrnpl	5025.002	6230.999	4889	5873	6922	6041.998	5062	5839.999
ENSMUSG00000015176	Nolc1	1827.999	2294.001	1713	1994	2755	2342.999	2500	2511.999
ENSMUSG00000015189	Casd1	956	1138	1042	1155	1172	1002	953.999	1065
ENSMUSG00000015202	Cnksr3	53	85	47	82	85	71	65	68
ENSMUSG00000015214	Mtmr1	780.999	1052	799.001	945	1018	867	854.999	886
ENSMUSG00000015217	Hmgb3	811	906	636.999	1159	941	851	841.001	883
ENSMUSG00000015222	Map2	2	3	0	0	2	1	0	2
ENSMUSG00000015224	Cyp2j9	1	1	0	0	1	2	0	2
ENSMUSG00000015242	Nipsnap3a	0	0	0	0	0	0	0	0
ENSMUSG00000015243	Abca1	26	82	16	48	125	199	101	182
ENSMUSG00000015247	Nipsnap3b	563	694	533	704	1036	836	773	855
ENSMUSG00000015289	Lage3	372	384	301	407.001	498	429	434	378
ENSMUSG00000015290	Ubl4a	616.347	655.912	509.303	669.851	640.16	649.48	601.821	656.217
ENSMUSG00000015291	Gdi1	1091	1399.999	1292.001	1476	1052.999	1050.999	777	920
ENSMUSG00000015305	Sash1	2126	2776	2860	3140	5527.001	5429	4818	5554.001
ENSMUSG00000015312	Gadd45b	78	117	78	82	160	167	95	121
ENSMUSG00000015314	Slamf6	45	69	35	27	38	30	25.001	34
ENSMUSG00000015316	Slamf1	0	0	0	0	0	0	2	0
ENSMUSG00000015335	Zdhhc12	279	341	264	334	368	381	301	361
ENSMUSG00000015337	Endog	81	118	81	78	81	60	86	87
ENSMUSG00000015340	Cybb	17560.001	24486.999	16401	21806.999	15856.999	13775.999	14006	16706
ENSMUSG00000015341	Golga7	1664	1966.999	1697	1764	2171	1929.999	1716	1765
ENSMUSG00000015342	Xk	38	44	22	86	119	107	73	115
ENSMUSG00000015354	Pcolce2	0	0	0	0	0	0	0	0
ENSMUSG00000015355	Cd48	1749	2090	1837	1847	2399	2133	1886	1951
ENSMUSG00000015357	Clpx	555	627	545	621	680.001	613	507.001	549
ENSMUSG00000015363	Trabd	964	1208	947	1145	1320	1169	1149.999	1185
ENSMUSG00000015365	Mov10l1	0	0	0	0	0	0	0	0
ENSMUSG00000015377	Dennd6b	57	78	75	56.999	47	43.999	35	48.001
ENSMUSG00000015396	Cd83	97	173	32	167	136	160	112	137
ENSMUSG00000015401	Cltrn	0	0	0	0	0	0	0	0
ENSMUSG00000015405	Ace2	0	0	0	0	0	0	0	0
ENSMUSG00000015437	Gzmb	0	0	0	0	0	0	0	0
ENSMUSG00000015441	Gzmf	0	0	0	0	0	0	0	0
